composition,gfa
Hf10Nb7Si3,True
Hf10V7Si3,True
Hf11(Cu2Ni)3,True
Hf11(CuNi2)3,True
Hf11(Nb2Si)3,True
Hf11(V2Si)3,True
Hf11(Zr2Si)3,True
Hf11Cu4Ni5,True
Hf11Cu5Ni4,True
Hf11Fe54.9O34.1,False
Hf11TaFe38,True
Hf12.2Fe51.5O36.3,False
Hf12Nb5Si3,True
Hf12V5Si3,True
Hf13.7Fe50.2O36.1,True
Hf13Al2Cu5,True
Hf13Al2Ni5,True
Hf13Cu4Ni3,True
Hf13Nb4Si3,True
Hf13Ta17Fe70,True
Hf13V4Si3,True
Hf14(NbSi)3,True
Hf14(VSi)3,True
Hf15.2Zr60.8Fe24,True
Hf15Cu2Ni3,True
Hf15Cu4Ni,False
Hf15Nb2Si3,True
Hf15V2Si3,True
Hf16NbSi3,True
Hf16VSi3,True
Hf17Si3,True
Hf18.2Fe46.2O35.6,True
Hf19(TaFe8)9,True
Hf2(Zr5Si)3,True
Hf2.1Fe88.4O9.5,False
Hf21Nb22Cu57,True
Hf22.8Zr53.2Fe24,True
Hf23Nb20Cu57,True
Hf25Zr32Be43,True
Hf28(Nb5Cu19)3,True
Hf28.8Nb33Cu38.2,True
Hf2Cu2Ni,True
Hf2Cu3,True
Hf2Cu3Ni5,True
Hf2Cu5Ni3,True
Hf2Cu7Ni,False
Hf2CuNi,True
Hf2CuNi2,True
Hf2CuNi7,True
Hf2Ni3,True
Hf2Ta3Fe5,True
Hf2Ta7Fe16,True
Hf30.1Nb30Cu39.9,True
Hf32.3Nb25Cu42.7,True
Hf33Nb10Cu57,True
Hf34.2Zr41.8Fe24,True
Hf34.4Nb20Cu45.6,True
Hf36.6Nb15Cu48.4,True
Hf37Fe63,True
Hf38.7Nb10Cu51.3,True
Hf38Nb5Cu57,True
Hf3Cu2,True
Hf3Cu2Ni5,True
Hf3Cu3Ni4,True
Hf3Cu4Ni3,True
Hf3Cu5Ni2,True
Hf3Cu6Ni,True
Hf3Cu7,True
Hf3CuNi,True
Hf3CuNi6,True
Hf3Ni2,True
Hf3Ni7,True
Hf3Ta2Fe5,True
Hf4(CuNi)3,True
Hf40.9Nb5Cu54.1,True
Hf41Nb44Si15,True
Hf42.6Nb1Cu56.4,True
Hf42Nb43Si15,True
Hf42NbCu57,True
Hf43(Nb14Si5)3,True
Hf44Nb41Si15,True
Hf46(Nb13Si5)3,True
Hf47Nb38Si15,True
Hf48Nb37Si15,True
Hf49(Nb12Si5)3,True
Hf4Cu5Ni,True
Hf4CuNi5,True
Hf4Ta31Fe65,True
Hf4TaFe5,True
Hf4Zr13Si3,True
Hf51Nb34Si15,True
Hf51V34Si15,True
Hf52(Nb11Si5)3,True
Hf52(V11Si5)3,True
Hf53Nb32Si15,True
Hf53V32Si15,True
Hf54Nb31Si15,True
Hf54V31Si15,True
Hf54Zr3Be43,True
Hf56Nb29Si15,True
Hf56V29Si15,True
Hf57Nb28Si15,True
Hf57V28Si15,True
Hf58(Nb9Si5)3,True
Hf58(V9Si5)3,True
Hf59Nb26Si15,True
Hf59V26Si15,True
Hf5Cu2Ni3,True
Hf5Cu3Ni2,True
Hf5Cu4Ni,True
Hf5CuNi4,True
Hf5Zr52Be43,True
Hf61(Nb8Si5)3,True
Hf61(V8Si5)3,True
Hf62Nb23Si15,True
Hf62V23Si15,True
Hf63Nb22Si15,True
Hf63V22Si15,True
Hf64(Nb7Si5)3,True
Hf64(V7Si5)3,True
Hf66Nb19Si15,True
Hf66V19Si15,True
Hf67(Co10P)3,True
Hf67(Co8Si3)3,True
Hf67(Nb6Si5)3,True
Hf67(Ni9P2)3,True
Hf67(V6Si5)3,True
Hf67Co33,True
Hf67Ni33,True
Hf68Nb17Si15,True
Hf68V17Si15,True
Hf69Nb16Si15,True
Hf69V16Si15,True
Hf6Cu3Ni,True
Hf6CuNi3,True
Hf6Zr11Si3,True
Hf7(Fe27B4)3,True
Hf7(Fe29B2)3,True
Hf7.6Zr68.4Fe24,True
Hf71Nb14Si15,True
Hf71V14Si15,True
Hf72Nb13Si15,True
Hf72V13Si15,True
Hf73(Nb4Si5)3,True
Hf73(V4Si5)3,True
Hf74Nb11Si15,True
Hf74V11Si15,True
Hf76(Nb3Si5)3,True
Hf76(V3Si5)3,True
Hf77Nb8Si15,True
Hf77V8Si15,True
Hf78Nb7Si15,True
Hf78V7Si15,True
Hf79(Nb2Si5)3,True
Hf79(V2Si5)3,True
Hf7Cu2Ni,True
Hf7Cu3,True
Hf7CuNi2,True
Hf7Fe77B16,True
Hf7Fe85B8,True
Hf7Fe89B4,True
Hf7Fe91B2,True
Hf7Ni3,True
Hf8(Nb3Si)3,True
Hf8(Zr3Si)3,True
Hf81Nb4Si15,True
Hf81V4Si15,True
Hf82(NbSi5)3,True
Hf82(VSi5)3,True
Hf83Nb2Si15,True
Hf83V2Si15,True
Hf84NbSi15,True
Hf84VSi15,True
Hf8CuNi,False
Hf9.5Fe48.9O41.6,False
Hf9.8Fe87.9B2.3,True
Hf9Cu6Ni5,True
Hf9Cu7Ni4,True
Hf9Cu8Ni3,True
Hf9Nb8Si3,True
HfCu,True
HfCu2Ni7,False
HfCu3Ni,True
HfCu4Ni5,False
HfCu5Ni4,False
HfCu7Ni2,False
HfCuNi3,True
HfFe,True
HfNi,True
HfTa4Fe5,True
Ho(Fe5B)4,True
Ho2Fe19B4,True
HoFe41B8,True
La(Al2Ni)3,False
La(Al6Ni)7,True
La(AlCu)2,False
La(AlCu2)3,False
La(AlNi)2,True
La(AlNi2)3,False
La(Mg2Cu)3,True
La(Mg2Ni)3,True
La(MgCu)2,True
La(MgNi)2,True
La0.3Zr10Fe89.7,True
La10Al14Ni,True
La10Al3Ni7,True
La10Al7Cu3,True
La10Al7Ni3,True
La11(Al2Cu)3,True
La11(Al2Ni)3,True
La11(AlNi2)3,True
La11Al2Ni7,True
La11Al4Cu5,True
La11Al4Ni5,True
La11Al5Ag4,True
La11Al5Au4,True
La11Al5Co4,True
La11Al5Cr4,True
La11Al5Cu4,True
La11Al5Fe4,True
La11Al5Ni4,True
La11Al5Pt4,True
La11Al5Zn4,True
La11Al7Cu2,True
La11Al7Ni2,True
La11Al8Ni,True
La11AlNi8,True
La11Cu44.5Au44.5,True
La11Mn4Al5,True
La12Al3Cu5,True
La12Al3Ni5,True
La12Al5Cu3,True
La12Al5Ni3,True
La12Al7Ni,True
La12Mg5Ni8,True
La12Ni13,True
La13(Al25Ni4)3,True
La13(Al27Ni2)3,True
La13Al2Ni5,True
La13Al3Ni4,True
La13Al4Ni3,True
La13Al5Cu2,True
La13Al5Ni2,True
La13Al6Ni,True
La13Al71Ni16,True
La13Al73Ni14,True
La13Al77Ni10,True
La13Al79Ni8,True
La13Al83Ni4,True
La13Al85Ni2,True
La13AlNi6,True
La14(AlNi)3,True
La14Al5Ni,True
La14Al69Ni17,True
La15Al2Ni3,True
La15Al3Ni2,True
La15Al3Ni32,True
La15Al4Ni,True
La15AlNi4,True
La16Al3Ni,True
La16Al3Ni31,True
La16Al67Ni17,True
La17AlNi2,True
La18Al65Ni17,True
La2(Al5Ni)3,True
La2(CuAu)9,True
La2(Mg5Cu)3,False
La2(Mg5Ni)3,True
La20Al21Ni59,True
La20Al63Ni17,True
La20AlNi29,True
La21Al28Ni,True
La21AlNi28,True
La22Al19Ni59,True
La22Al61Ni17,True
La22AlNi27,True
La24Al17Ni59,True
La24Al59Ni17,True
La26Al15Ni59,True
La26Al57Ni17,True
La27Al11Ni62,True
La27Al9Ni64,True
La28Al55Ni17,True
La2Al16Ni7,True
La2Al17Cu,True
La2Al17Ni,True
La2Al23,True
La2Al2Cu,False
La2Al2Ni,True
La2Al3,False
La2Al3Cu5,False
La2Al3Ni5,True
La2Al5Cu3,False
La2Al5Ni3,True
La2Al7Ni,False
La2AlCu,True
La2AlCu2,True
La2AlCu7,False
La2AlNi,True
La2AlNi2,True
La2AlNi7,False
La2Mg13Ni5,True
La2Mg13Zn5,True
La2Mg17Ni,False
La2Mg18Zn5,True
La2Mg2Cu,True
La2Mg2Ni,False
La2Mg37Zn11,True
La2Mg3Cu5,True
La2Mg5Cu3,True
La2Mg5Ni3,True
La2Mg7Ni,True
La2MgCu2,False
La2Ni3,False
La3(Mg10Ni)2,True
La30Al53Ni17,True
La32Al53Ni15,True
La34Al53Ni13,True
La36Al53Ni11,True
La37(Al19Ni2)3,True
La37Al53Ni10,True
La37Al55Ni8,True
La39Al2Ni59,True
La3Al10Ni7,False
La3Al13Ni4,True
La3Al14Ni3,False
La3Al15Ni2,False
La3Al15Ni7,True
La3Al16Ni,False
La3Al2,True
La3Al2Cu5,True
La3Al2Ni5,True
La3Al33Ni14,True
La3Al3Cu4,True
La3Al3Ni4,True
La3Al44Ni3,True
La3Al4Cu3,False
La3Al4Ni3,True
La3Al5Cu2,False
La3Al5Ni2,True
La3Al6Ni,False
La3Al6Ni11,False
La3Al7,False
La3Al8Ni9,False
La3AlCu,True
La3AlCu6,False
La3AlNi,True
La3AlNi6,True
La3Cu2,False
La3Fe81B16,True
La3Mg10Ni7,True
La3Mg11Ni6,True
La3Mg12Ni5,True
La3Mg13Ni4,True
La3Mg14Cu3,False
La3Mg14Ni3,True
La3Mg15Ni2,True
La3Mg16Ni,False
La3Mg2Cu5,False
La3Mg3Cu4,True
La3Mg3Ni4,True
La3Mg4Cu3,True
La3Mg4Ni3,True
La3Mg5Cu2,True
La3Mg5Ni2,True
La3Mg6Ni,False
La3Mg72Zn25,True
La3Mg75Zn22,True
La3Ni2,True
La3Ni7,False
La3Zr5Fe42,True
La4(Al2Ni)7,True
La4(AlNi)3,True
La4(MgCu)3,True
La41AlNi8,True
La43Al3Ni4,True
La43Al4Ni3,True
La43Al57,True
La43Al5Ni2,True
La49AlNi50,True
La4Al,True
La4Al11Ni5,True
La4Al45Ni,True
La4Al5Cu,False
La4Al5Ni,True
La4Al5Ni11,True
La4AlCu5,False
La4AlNi5,True
La4Cu,False
La4Mg11Cu5,True
La4Mg11Ni5,True
La4Mg13Ni3,True
La4Mg5Cu,False
La4Mg5Ni,True
La4Mg7Ni9,True
La4Mg9Ni7,True
La4MgNi5,False
La4Ni,True
La5(Al14Ni)3,True
La5(Al2Ni3)3,True
La5(Al3Ni2)3,True
La5(AlNi4)3,False
La5(Mg3Ni2)3,True
La5Al13Ni2,False
La5Al14Ni,False
La5Al2Ni13,False
La5Al2Ni3,True
La5Al31Ni14,True
La5Al3Cu2,True
La5Al3Ni2,True
La5Al44Ni,True
La5Al4Cu,False
La5Al4Ni,True
La5Al7Ni8,True
La5Al87Ni8,True
La5Al8Ni7,True
La5Al91Ni4,True
La5AlNi4,True
La5Mg11Cu4,False
La5Mg2Cu3,False
La5Mg2Ni3,False
La5Mg3Cu2,False
La6(AlNi)7,True
La62.5Cu37.5,True
La63Cu37,True
La6Al11Ni3,False
La6Al13Ni,False
La6Al3Cu,True
La6Al3Ni,True
La6Al3Ni11,True
La6Al5Ni9,True
La6Al85Ni9,True
La6Al9Ni5,True
La6AlCu3,True
La6AlNi3,True
La6Mg11Cu3,False
La6Mg15Ni4,True
La6Mg9Cu5,True
La6Mg9Ni5,True
La7.5Al85Mo7.5,True
La7.5Nb7.5Al85,True
La7.5Zr7.5Al85,True
La73Cu27,True
La7Al10Ni3,True
La7Al11Ni2,False
La7Al29Ni14,True
La7Al2Cu,False
La7Al2Ni,True
La7Al2Ni11,True
La7Al3,True
La7Al43,True
La7Al4Ni9,True
La7Al6Cu7,True
La7Al6Ni7,True
La7Al7Ni6,True
La7Al88Ni5,True
La7Al89Ni4,True
La7Al8Ni5,True
La7Al91Ni2,True
La7Al9Ni4,True
La7AlCu2,False
La7AlNi2,True
La7Mg10Ni3,True
La7Mg71Zn22,True
La7Ni3,True
La8(Al3Ni)3,True
La8(Al9Ni5)3,True
La8(AlNi3)3,True
La8(Mg3Cu)3,True
La81AlNi18,True
La83Al3Ni14,True
La83Al5Ni12,True
La87Al11Ni2,True
La87Al13,True
La8Al11Ni,True
La8Al5Cu7,True
La8Al5Ni7,True
La8Al7Ni5,True
La8AlCu,False
La8AlNi,True
La8AlNi11,True
La8Mg67Zn25,True
La8Mg7Cu5,True
La9(Mg5Ni3)2,True
La9Al,False
La9Al10Ni,True
La9Al11,True
La9Al12Ni29,True
La9Al13Ni28,True
La9Al14Ni27,True
La9Al15Ni26,True
La9Al16Ni25,True
La9Al17Ni24,True
La9Al18Ni23,True
La9Al19Ni22,True
La9Al20Ni21,True
La9Al21Ni20,True
La9Al22Ni19,True
La9Al23Ni18,True
La9Al24Ni17,True
La9Al25Ni16,True
La9Al2Ni9,True
La9Al4Ni7,True
La9Al5Ni6,True
La9Al6Ni5,True
La9Al7Ni4,True
La9Al8Ni3,True
La9Al9Ni2,True
La9AlNi15,True
La9Cu36.4Au54.6,True
La9Cu45.5Au45.5,True
La9Cu68.25Au22.75,True
La9Mg35Ni6,True
La9Mg85Ni6,True
La9Ni,False
LaAl,True
LaAl14Ni5,True
LaAl15Ni4,True
LaAl17Cu2,False
LaAl17Ni2,True
LaAl17Ni7,True
LaAl18Cu,True
LaAl18Ni,False
LaAl2Ni,True
LaAl2Ni7,False
LaAl36Ni13,True
LaAl37Ni12,True
LaAl38Ni11,True
LaAl39Ni10,True
LaAl3Ni,True
LaAl4,False
LaAl40Ni9,True
LaAl41Ni8,True
LaAl43Ni6,True
LaAl44Ni5,True
LaAl4Ni5,False
LaAl5Cu4,False
LaAl5Ni4,False
LaAl7Cu2,False
LaAl8Cu,False
LaAl8Ni,True
LaAl9,True
LaAlCu3,False
LaAlCu8,False
LaAlNi3,False
LaAlNi8,False
LaCu,False
LaMg11Cu8,True
LaMg13Cu6,True
LaMg14Zn5,True
LaMg15Cu4,True
LaMg15Ni4,True
LaMg15Zn4,True
LaMg16Cu3,True
LaMg16Ni3,True
LaMg17Ni2,True
LaMg18Ni,False
LaMg19Zn5,True
LaMg2Cu,False
LaMg2Ni,True
LaMg3Cu,False
LaMg3Ni,True
LaMg4Cu5,True
LaMg5Cu4,True
LaMg5Ni4,True
LaMg7Cu2,True
LaMg7Ni2,True
LaMg7Zn2,True
LaMg8Cu,False
LaMg8Ni,True
LaNi,False
LaZr5Fe44,True
Mg,False
Mg10AlZn9,True
Mg10Ti53Al37,True
Mg11(Al8Pd5)3,False
Mg11Al2Ag7,True
Mg11Al4Ag5,True
Mg11Ti14Al25,False
Mg11Ti25Al14,True
Mg11Ti29Al60,True
Mg11Ti32Al57,True
Mg11Zn9,False
Mg12AlZn7,True
Mg12Ti7Al,False
Mg13(Ti18Al11)3,True
Mg13(Ti2Al)29,True
Mg13(Ti9Al20)3,False
Mg13Al2Ag5,True
Mg13Al2Zn5,True
Mg13AlZn6,True
Mg13Ti12,False
Mg13Ti19Al68,False
Mg13Zn7,True
Mg14(AlZn)3,False
Mg14AlZn5,True
Mg15Al2Ag3,True
Mg15Al2Zn3,True
Mg15Al3Zn2,False
Mg15AlZn4,True
Mg15Ti32Al53,True
Mg15Ti49Al36,False
Mg16Al27Pd7,False
Mg16Al3Zn,False
Mg16AlZn3,False
Mg17Al2Zn,False
Mg17Al52Pd31,False
Mg17Al71Pd12,True
Mg17AlZn2,False
Mg17Cu3,False
Mg17Mn3,False
Mg17Ni3,True
Mg17Ti36Al47,False
Mg17Ti60Al23,False
Mg17Zn3,False
Mg18Al25Pd7,False
Mg18AlZn,False
Mg18Ti27Al55,False
Mg19(AlGa)3,True
Mg19(AlGa2)2,True
Mg19Mn,False
Mg19Zn,False
Mg20Al23Pd7,False
Mg20Ti43Al37,False
Mg21Al53Pd26,True
Mg22(Al3Pd)7,False
Mg22Ti67Al11,False
Mg23(AlGa2)9,True
Mg23(Ti2Al5)11,False
Mg23Ti20Al7,False
Mg23Ti61Al16,False
Mg27Ti43Al30,False
Mg27Ti45Al28,True
Mg27Ti52Al21,False
Mg2Al2Zn,False
Mg2AlZn2,False
Mg2Ti53Al45,True
Mg3(Ti6Al5)2,True
Mg30Ti43Al27,False
Mg31(Ti18Al5)3,False
Mg33Al67,False
Mg33Ti14Al3,False
Mg35(Zn4In)3,True
Mg35(Zn4Sn)3,True
Mg39Ti41Al20,False
Mg3Al11Pd6,False
Mg3Al17,False
Mg3AlZn,False
Mg3Cu2,True
Mg3Ti20Al77,False
Mg3Ti27Al70,False
Mg3Ti34Al63,True
Mg3Ti5Al17,True
Mg3Ti7Al10,True
Mg3Ti7Al15,True
Mg3Zn,True
Mg3Zn2,True
Mg4(AlZn)3,False
Mg41Ti50Al9,False
Mg44Al43Pd13,False
Mg45Al4Ga,False
Mg46Ti35Al19,False
Mg4Al5Zn,False
Mg4AlZn5,False
Mg4Cu,True
Mg4Ni,True
Mg4Zn,False
Mg51Ti40Al9,False
Mg5Al2Zn3,False
Mg5Al3Zn2,False
Mg5Al4Zn,False
Mg5Al74Pd21,False
Mg5AlZn4,False
Mg5Ti19Al26,True
Mg5Ti29Al66,True
Mg6(CuAg)7,True
Mg6Al3Zn,False
Mg6AlZn3,False
Mg6Ti61Al33,True
Mg7(Ti12Al19)3,True
Mg7(Ti18Al13)3,True
Mg7(Ti2Al)6,False
Mg70(Cu7Au3)3,True
Mg70(Cu9Au)3,True
Mg70Cu29Au,True
Mg77Ti23,False
Mg7Al2Zn,False
Mg7Al4Ag9,True
Mg7AlZn2,True
Mg7Cu3,True
Mg7Ni3,False
Mg7Ti49Al44,True
Mg7Zn3,True
Mg83Ti17,False
Mg89Al8Ga3,False
Mg89Al9Ga2,False
Mg8AlZn,False
Mg92.5Mn7.5,False
Mg9Al26Pd15,False
Mg9Al4Ag7,True
Mg9Cu,False
Mg9Mn,False
Mg9Ni,True
Mg9Ti11Al5,False
Mg9Ti21Al20,True
Mg9Ti28Al13,True
Mg9Ti44Al47,True
Mg9Zn,False
MgAl2Pd,False
MgCu,False
Mn(Al11Co)2,False
Mn(Al11Ni)2,False
Mn(Al29Ni4)3,True
Mn(Al2Ge)3,True
Mn(Al2Si)3,True
Mn(Al6Co)7,False
Mn(Al6Ni)7,False
Mn(Al7Co)3,False
Mn(Al7Ni)3,False
Mn(Al8Ni)11,True
Mn(Fe29B4)3,False
Mn(Fe31B2)3,False
Mn(Ge2Pd9)9,True
Mn0.5Al87.5Ni12,True
Mn10(Co4B)3,True
Mn10Al73Ge17,True
Mn10Co8B7,True
Mn11(Co9B4)3,True
Mn11Co11B3,True
Mn11Co25B14,True
Mn12Co7B6,True
Mn12Co8B5,True
Mn12Fe71P17,True
Mn12Nb15Co73,True
Mn13(CoB)6,True
Mn13.4Co53.6B33,True
Mn13.5Co54.5B32,True
Mn13.6Co54.4B32,True
Mn13Co31B6,True
Mn14.4Co57.6B28,True
Mn14FeB5,True
Mn15(Fe4P)17,True
Mn15.2Co60.8B24,True
Mn15.5Al76Cu8.5,False
Mn15Co61B24,True
Mn15Fe71B14,True
Mn15Fe73B12,False
Mn15Fe77B8,False
Mn15Fe79B6,False
Mn16(Co2B)3,True
Mn16.8Co67.2B16,True
Mn16Co5B4,True
Mn17(Co7B4)3,True
Mn17.4Al66.6Si16,False
Mn17.4Al68.6Si14,False
Mn17.4Al70.6Si12,False
Mn17.4Al72.5Si10.1,False
Mn17.4Al74.6Si8,False
Mn17.4Al76.6Si6,False
Mn17.4Al78.6Si4,False
Mn17.5Co70.5B12,True
Mn17.6Co70.4B12,True
Mn17.8Co71.2B11,True
Mn17Co25B8,True
Mn17Co67B16,True
Mn17Fe5B3,False
Mn18.5Co65.5B16,True
Mn18Al57Ge25,True
Mn18Fe5B2,False
Mn19(Nb5Co22)3,True
Mn19Co19B12,True
Mn19Co65B16,True
Mn1Al86.5Ni12.5,True
Mn2(Al15Co)3,False
Mn2(Al15Ni)3,False
Mn2(NbCo5)3,True
Mn2.5Al87Ni10.5,True
Mn2.5Fe80.5B17,True
Mn20Al53Si27,True
Mn21.6Co46.4B32,True
Mn21.6Co50.4B28,True
Mn21Co15B14,True
Mn21Co17B12,True
Mn21Co21B8,True
Mn21Co47B32,True
Mn21Co51B28,True
Mn22.8Co53.2B24,True
Mn23Co53B24,True
Mn23Co57B20,True
Mn25.2Co58.8B16,True
Mn25Co47B28,True
Mn25Co59B16,True
Mn26.4Co61.6B12,True
Mn26.5Co45.5B28,True
Mn26.5Co49.5B24,True
Mn26.6Co49.4B24,True
Mn26.8Co40.2B33,True
Mn27Co17B6,True
Mn27Co41B32,True
Mn27Co45B28,True
Mn27Co61B12,True
Mn28.8Co43.2B28,True
Mn28Co41B31,True
Mn29.5Co46.5B24,True
Mn29.5Co54.5B16,True
Mn29Co43B28,True
Mn2Al11Si7,True
Mn2Al13Si5,True
Mn2Al20Ni3,False
Mn2Al21Ni2,False
Mn2Al22Ni,False
Mn2Al23,False
Mn2Al41Ni7,False
Mn2Al43Co5,False
Mn2Al43Ni5,False
Mn2Al47Co,False
Mn2Al47Ni,False
Mn2Al5Si3,True
Mn2Al85Ni13,False
Mn2Al86.5Ni11.5,True
Mn2Al87Ni11,True
Mn2Al89Ni9,False
Mn2Co17B6,True
Mn2Co18B5,True
Mn2Co19B4,True
Mn2Co2B,True
Mn2Fe18B5,True
Mn2Nb15Co83,True
Mn30.4Co45.6B24,True
Mn30.5Co41.5B28,True
Mn30.5Co45.5B24,True
Mn31(Co19B4)3,True
Mn31Co41B28,True
Mn32.5Co47.5B20,True
Mn33.5Co50.5B16,True
Mn33.6Co50.4B16,True
Mn33Fe10B7,True
Mn35(Co3B2)3,True
Mn35.2Co52.8B12,True
Mn35.6Co53.4B11,True
Mn35Co37B28,True
Mn35Co49B16,True
Mn35Co53B12,True
Mn37(Co13B8)3,True
Mn38.5Co41.5B20,True
Mn39Co49B12,True
Mn3Al10Si7,True
Mn3Al11Si6,True
Mn3Al12Si5,True
Mn3Al13Cu4,False
Mn3Al13Si4,True
Mn3Al16Ni,False
Mn3Al40Ni7,False
Mn3Al41Ni6,False
Mn3Al42Ni5,False
Mn3Al43Co4,False
Mn3Al43Ni4,False
Mn3Al44Co3,False
Mn3Al44Ni3,False
Mn3Al45Co2,False
Mn3Al45Ni2,False
Mn3Al46Co,False
Mn3Al46Ni,False
Mn3Al47,False
Mn3Al9Si8,False
Mn3CoB,True
Mn3Fe15B2,False
Mn3Fe37B10,True
Mn3Fe81B16,True
Mn3Fe83B14,True
Mn3Fe85B12,False
Mn3Fe87B10,False
Mn3Fe89B8,False
Mn3Fe91B6,False
Mn3Fe93B4,False
Mn3Si10Pd37,True
Mn3Si20Pd77,True
Mn4(Nb5Co27)3,True
Mn40.5Co43.5B16,True
Mn43(Co11B8)3,True
Mn43(Co15B4)3,True
Mn43.5Co36.5B20,True
Mn43Co37B20,True
Mn47Co25B28,True
Mn49(Co13B4)3,True
Mn49(Co9B8)3,True
Mn49Co35B16,True
Mn4Al11Si5,True
Mn4Al13Ge3,False
Mn4Al13Si3,False
Mn4Al41Ni5,False
Mn4Al43Ni3,False
Mn4Al45Co,False
Mn4Al45Ni,False
Mn4Al83Ni13,False
Mn4Al9Si7,True
Mn4Co16B5,True
Mn4Fe16B5,True
Mn4Fe77B19,True
Mn5(Al7Ge8)3,True
Mn5(Co3B2)4,True
Mn5(Fe13B2)3,False
Mn5(Fe14B)3,False
Mn51.5Co28.5B20,True
Mn51Co33B16,True
Mn57Co27B16,True
Mn59.5Co24.5B16,True
Mn59Co25B16,True
Mn5Al8Si7,False
Mn5Co13B7,True
Mn5Co17B3,True
Mn5Fe37B8,True
Mn5Fe38B7,True
Mn5Fe41B4,False
Mn5Fe81B14,True
Mn5Fe83B12,False
Mn5Fe87B8,False
Mn5Fe89B6,False
Mn5Fe91B4,False
Mn5Ge18Pd77,True
Mn63Co21B16,True
Mn67Co17B16,True
Mn6Al69Ge25,True
Mn6Co11B8,True
Mn6Co13B6,True
Mn6Co14B5,True
Mn6Nb15Co79,True
Mn7(Co2B)6,True
Mn7(Ge6Pd25)3,True
Mn7.2Co64.8B28,True
Mn7.5Co67.5B25,True
Mn7.6Co68.4B24,True
Mn74(SiP)13,True
Mn74Si23P3,True
Mn7Al33Si10,True
Mn7Al85Ni8,False
Mn7Co13B5,True
Mn7Co27B16,True
Mn7Co29B14,True
Mn7Co61B32,True
Mn7Co65B28,True
Mn7Fe2B,False
Mn7Fe33B10,True
Mn7Si20Pd73,True
Mn8.4Co75.6B16,True
Mn85(Fe2B3)3,True
Mn8Co12B5,True
Mn8Nb15Co77,True
Mn9Co11B5,True
Mn9Co35B6,True
Mn9Co75B16,True
Mn9Co79B12,True
Mn9Co9B7,True
Mn9Fe31B10,True
Mn9Fe74P17,True
MnAl12Si7,False
MnAl14Si5,False
MnAl23Co,False
MnAl23Ni,False
MnAl24,False
MnAl2Si,False
MnAl3Si,False
MnAl43Co6,False
MnAl44Co5,False
MnAl44Ni5,True
MnAl45Co4,False
MnAl45Ni4,False
MnAl46Co3,False
MnAl46Ni3,False
MnAl47Co2,False
MnAl47Ni2,False
MnAl48Co,False
MnAl48Ni,False
MnAl49,False
MnAl5Ge4,True
MnAlCu2,False
MnCo3B,True
MnFe15B4,True
MnFe17B2,False
MnFe19B5,True
MnFe39B10,True
MnFe3B,True
MnFe7B2,True
MnFe83B16,True
MnFe85B14,True
MnFe89B10,False
MnFe8B,False
MnFe91B8,False
MnFe95B4,False
MnGe9Pd40,True
MnSi10Pd39,True
MnSi20Pd79,True
MnSi4Pd15,True
MnSi5Pd19,True
Mo12P5Rh8,True
Mo12P5Ru8,True
Mo16P5Ru4,True
Mo3Ru2,True
Mo4P5Ru16,True
Mo8P5Ru12,True
Nb10.3Fe80.3B9.4,True
Nb10Ni73B17,True
Nb11.5Ni71.5B17,True
Nb11Si4Mo5,True
Nb11V5Si4,False
Nb12Fe83B5,False
Nb12Fe85B3,False
Nb13Co77B10,True
Nb13Si4Mo3,True
Nb13Si4W3,False
Nb13V3Si4,True
Nb14Co81B5,True
Nb15Co73Ni12,True
Nb15Fe12Co73,True
Nb15Fe26Co59,True
Nb15Fe2Co83,True
Nb15Fe3.5Co81.5,True
Nb15Fe42.5Co42.5,True
Nb15Fe4Co81,True
Nb15Fe6Co79,True
Nb15Fe72.5Co12.5,True
Nb15Fe77B8,True
Nb15Fe79B6,False
Nb15Si2Ge3,True
Nb15Si4Mo,True
Nb15Si4W,True
Nb15VSi4,True
Nb16.5Ni66.5B17,True
Nb17Si3,True
Nb19(Si2Ge)2,True
Nb19Si5Ge,True
Nb20Si3C2,True
Nb20Si4C,True
Nb20Si4Ge,True
Nb2Co20B3,True
Nb2Ni3,True
Nb3(Fe10B)2,True
Nb39Si7Ge4,True
Nb3Co17,True
Nb3Fe12Co5,True
Nb3Fe15B2,True
Nb3Fe16B,False
Nb3Fe2Co15,True
Nb3Fe80B17,True
Nb3Ni2,True
Nb3SiMo,True
Nb3VSi,True
Nb40(Ni19Pt)3,True
Nb40Ni59Ir,True
Nb40Ni59Pd,True
Nb40Ni59Pt,True
Nb40Si7C3,True
Nb40Si9C,True
Nb40Si9Ge,True
Nb4Si,True
Nb5(Co14B)3,False
Nb5.3Fe80.2B14.5,True
Nb5.5Fe81.5B13,False
Nb5.5Fe85.5B9,False
Nb5Fe83B12,True
Nb5Fe87B8,False
Nb5Fe89B6,False
Nb5Fe92B3,False
Nb5Ni78B17,True
Nb5Si2Mo3,True
Nb6.8Fe76B17.2,True
Nb6.9Fe80B13.1,True
Nb6Fe39B5,True
Nb6Fe41B3,True
Nb7(Fe27B4)3,True
Nb7(Fe28B3)3,True
Nb7.1Fe77.9B15,True
Nb7.1Fe82.3B10.6,False
Nb7.1Fe83.4B9.5,False
Nb7.3Fe77.5B15.2,True
Nb7.3Fe79.5B13.2,True
Nb7.5Fe83B9.5,False
Nb7.6Fe81.1B11.3,True
